sample_id,subject_id,subject_group,webcam_video_path,wearcam_video_path,audio_path,start_code,end_code,start_seconds,end_seconds,duration_seconds,cheat_type_id,cheat_type_name,reference_usage,notes
subject13_015,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,1122,1128,682,688,6,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_016,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,1137,1140,697,700,3,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_017,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,1147,1151,707,711,4,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_018,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,1131,1139,691,699,8,1,type_1,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_019,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,1228,1351,748,831,83,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_020,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,1353,1406,833,846,13,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_021,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,1541,1730,941,1050,109,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_022,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,1804,1825,1084,1105,21,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_023,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,1829,1850,1109,1130,21,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_024,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,1853,1908,1133,1148,15,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_025,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,1911,1913,1151,1153,2,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_026,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,1917,1920,1157,1160,3,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_027,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,1924,1938,1164,1178,14,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_028,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,2028,2035,1228,1235,7,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_029,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,2048,2122,1248,1282,34,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_030,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,2047,2058,1247,1258,11,1,type_1,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_031,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,2110,2116,1270,1276,6,1,type_1,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_032,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,2157,2206,1317,1326,9,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_033,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,2225,2237,1345,1357,12,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_034,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,2306,2340,1386,1420,34,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_035,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,2347,2354,1427,1434,7,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject13_036,subject13,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject13\guolingh.wav,2357,2403,1437,1443,6,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject14_001,subject14,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy61.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy62.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy6.wav,0001,0007,1,7,6,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject14_002,subject14,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy61.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy62.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy6.wav,0231,0236,151,156,5,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject14_003,subject14,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy61.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy62.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy6.wav,0434,0448,274,288,14,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject14_004,subject14,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy61.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy62.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy6.wav,0448,0507,288,307,19,1,type_1,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject14_005,subject14,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy61.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy62.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy6.wav,0504,0609,304,369,65,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject14_006,subject14,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy61.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy62.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy6.wav,0833,0928,513,568,55,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject14_007,subject14,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy61.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy62.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy6.wav,1006,1013,606,613,7,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject14_008,subject14,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy61.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy62.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy6.wav,1114,1116,674,676,2,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject14_009,subject14,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy61.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy62.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy6.wav,1119,1122,679,682,3,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject14_010,subject14,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy61.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy62.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy6.wav,1125,1139,685,699,14,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject14_011,subject14,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy61.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy62.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy6.wav,1147,1154,707,714,7,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject14_012,subject14,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy61.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy62.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy6.wav,1128,1131,688,691,3,1,type_1,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject14_013,subject14,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy61.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy62.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy6.wav,1134,1135,694,695,1,1,type_1,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject14_014,subject14,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy61.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy62.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject14\chuangy6.wav,1212,1216,732,736,4,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject15_001,subject15,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak.wav,0001,0008,1,8,7,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject15_002,subject15,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak.wav,0014,0019,14,19,5,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject15_003,subject15,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak.wav,0204,0214,124,134,10,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject15_004,subject15,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak.wav,0450,0452,290,292,2,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject15_005,subject15,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak.wav,0455,0512,295,312,17,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject15_006,subject15,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak.wav,0529,0533,329,333,4,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject15_007,subject15,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak.wav,0632,0636,392,396,4,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject15_008,subject15,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak.wav,0819,0820,499,500,1,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject15_009,subject15,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak.wav,0825,0903,505,543,38,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject15_010,subject15,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak.wav,0834,0835,514,515,1,1,type_1,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject15_011,subject15,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak.wav,0836,0852,516,532,16,1,type_1,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject15_012,subject15,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak.wav,1330,1417,810,857,47,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject15_013,subject15,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak.wav,1620,1632,980,992,12,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject15_014,subject15,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak.wav,1859,1909,1139,1149,10,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject15_015,subject15,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak1.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak2.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject15\bajajpak.wav,1912,1921,1152,1161,9,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject16_001,subject16,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject16\dhingra51.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject16\dhingra52.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject16\dhingra5.wav,0001,0002,1,2,1,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
subject16_002,subject16,real_exam_subject,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject16\dhingra51.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject16\dhingra52.avi,C:\Users\huydao\.cache\kagglehub\datasets\raajanwankhade\oep-dataset\versions\1\OEP database\subject16\dhingra5.wav,0003,0009,3,9,6,2,type_2,webcam_only_reference,Use for reference or relabeling; final model still needs one-camera fine-tune data.
